title,release_date,norm_text,poster_path
Come September,1961-01-01,robert talbot american millionaire arrive early annual vacation luxurious italian villa long time girlfriend lisa give wait decide marry man sneaky business associate maurice secretly misappropriate villa hotel talbot away current guest hotel group young american girl vacation millionaire lovestory Comedy Romance,/8pIgmGF1A0y3YwAg3V5VcDIlmel.jpg
Come True,2020-09-24,look escape recur nightmare 18 year old sarah submit university sleep study soon realize conduit frightening new discovery experiment sleep nightmare high school student eye gouging sleepwalk sleep paralysis shadowy figure human experiment shadow people sleep study Science Fiction Horror,/hGPGRRz6FTIRed1zestdWrV2Iwd.jpg
Come to the Stable,1949-01-01,nun arrive unannounced small new england town bethlehem recruit townspeople help build child hospital nun new england Comedy Drama,/1DZSAgH8RdxMssLnerOBmqZ1wfZ.jpg
Comes a Horseman,1978-10-25,ella connors single woman get pressured sell fail cattle farm corrupt ex suitor jacob ewing ask help neighbor frank athearn ella frank fight stampede jealousy betrayal sabotage eventually find love cattle drive oil oil industry neo western cattle baron 1940 oil exploration Western Romance,/39fQQ7DBuG1pUceNVmbGkRyKskK.jpg
Coming 2 America,2021-03-04,prince akeem joffer set king zamunda discover son know america street savvy queens native name lavelle honor royal father die wish groom son crown prince akeem semmi set america africa prince heir throne sequel queen new york city Comedy,/nWBPLkqNApY5pgrJFMiI9joSI30.jpg
Coming Home,1978-02-15,wife marine serve vietnam sally hyde decide volunteer local veteran hospital occupy time meet luke martin frustrated wheelchair bind vet disillusioned war sally luke develop friendship soon turn romance california post traumatic stress disorder paraplegic wheelchair vietnam volunteer love marine hospital 1960 Drama Romance War,/jBsYWNBYNEi5EhT1hC8iexcTsWT.jpg
Coming to America,1988-06-29,african prince decide time find princess mission lead loyal friend queens new york disguise impoverished immigrant pampered prince quickly find new job new friend new dig new enemy lot trouble new york city fast food restaurant prince fake identity heir throne fish water duringcreditsstinger search love Comedy Romance,/djRAvxyvvN2yqlJKDbT3uy4vOBw.jpg
Command Decision,1948-12-23,high rank officer struggle decision prioritize bomb german factory produce new jet fighter extremely high casualty mission cost world war ii fighter pilot air force War Drama,/tXkUyVmeJgu6iJimpr4BfWvI4nJ.jpg
Commando,1985-10-03,john matrix leader special commando strike force get tough job force action young daughter kidnap find matrix fight way array punk killer commando fully equip private army help feisty stewardess old friend matrix hour overcome great challenge find daughter kill martial art terrorist fight kidnapping mercenary lone wolf army daughter father rescue mission gunfight los angeles california action hero Action Adventure Thriller,/ollPAAAgZ7euU8VisfqU3cuXhZ6.jpg
Committed,2000-04-18,husband carl suddenly leave joline travel new york texas track joline try remain upbeat discourage discover carl new girlfriend lovely carmen familiarize carl new home friend joline get company form brother jay joline win carl romantic possibility horizon texas romance groom woman director escape mental institution Comedy Drama,/10vXic9IMUTW5FrB1ivmieM2ydY.jpg
Common Clay,1930-08-01,young ellen neal get work servant wealthy fullerton family fall love fullerton handsome young son leave child attempt gain recognition child fullerton family treat blackmailer surprise await servant blackmail wealthy family Drama,/1Fy31vnw8wYBcyEwUzp3fsFjZVZ.jpg
Company Business,1991-09-06,age agent call company run hostage trade soviet spy american agent cia hostage eastern germany Action Thriller,/vwWexi2O70Efr4MkckbxjeIgchb.jpg
Compulsion,1959-04-01,close friend kidnap murder young boy defend court renowned attorney make impassioned plea capital punishment base novel book child murder base true story courtroom arrogance Crime Drama,/fdYoG4uxbTbQ8Wv4BLxWiP7rrkm.jpg
Comrade X,1940-12-13,american reporter smuggling news soviet moscow blackmail help beautiful communist leave country communist Comedy Romance,/j6eJWdHfydZhLM0IyaejwuORR5W.jpg
Conan the Barbarian,1982-04-02,film adaptation classic sword sorcery hero conan barbarian horde rampage warrior massacre parent young conan enslave young child year wheel pain sole survivor childhood massacre conan release slavery teach ancient art fighting transform kill machine conan travel wilderness seek vengeance thulsa doom man responsible kill family wilderness conan take thief valeria subotai group come king osric want trio warrior help rescue daughter join doom hill gladiator repayment fight mythology magic black magic warlord stone age despot epic thief barbarian wizard warrior serpent action hero sword sorcery mysticism good versus evil Adventure Fantasy Action,/7bXLZQpeC5mCCBV0LvY8sgvvybg.jpg
Conan the Destroyer,1984-06-29,conan commission evil queen taramis safely escort teen princess powerful bodyguard far away castle retrieve magic horn dagoth unknown conan queen plan sacrifice princess return inherit kingdom bodyguard kill conan queen plan fail consideration conan strength cunning ability sidekick eccentric wizard akiro warrior woman zula inept malak hero ally defeat mortal supernatural foe voyage sword sorcery land gladiator swordplay fight sword magic warrior woman lone wolf black magic stone age epic thief royalty barbarian wizard warrior action hero sword sorcery good versus evil Adventure Fantasy Action,/m5i7S46DT1ESy7URkh2l92awGRr.jpg
Concerto / Enigma Variations / Raymonda Act III (Royal Ballet),2019-11-05,royal ballet classical origin work petipa home grow choreographer british ballet world stage mixed programme highlight versatility company petipa raymonda act iii russian classical ballet summarize act sparkle precise technique ashton enigma variations quintessentially british way score elgar period design julia trevelyan oman ashton signature style essence british ballet concerto macmillan fusion classical technique contemporary mind complete programme show breadth company heritage ballet ballet performance Music,/gD6rrLFMAKaiUSzrhEFe3fOAVjd.jpg
Concussion,2015-11-12,dramatic thriller base incredible true david vs. goliath story american immigrant dr. bennet omalu brilliant forensic neuropathologist discovery cte football relate brain trauma pro player fight truth know omalu emotional quest put dangerous odd powerful institution world american football concussion biography doctor professional sport brain damage sport injury nfl national football league medical drama human brain Drama History,/gseayWAIFt3GQrEUNuUcYxT77Ud.jpg
Condorman,1981-07-02,comic artist writer woody perform simple courier operation friend harry work cia successfully fend hostile agent earn respect beautiful natalia request assistance defection woody use request leverage use cia resource bring comic book creation condorman life battle evil krokov superhero mission Comedy Action Adventure,/wRe9kAvjN5IGAjPd0oCKhjyQDt0.jpg
Coney Island,1943-06-18,set turn century smooth talk con man eddie johnson weasel way job friend rival joe rocco coney island night spot eddie meet club star attraction joe love interest kate farley brash singer penchant flashy clothe eddie kate argue try soften image eventually kate toast coney island fall love joe try sabotage marriage plan musical coney island Comedy Music,/vaDywa0FupRUVkiug3neMqaCRmx.jpg
"Confess, Fletch",2022-09-16,roguishly charming endlessly troublesome fletch prime suspect murder case search steal art collection way prove innocence find long list suspect culprit eccentric art dealer miss playboy crazy neighbor fletch italian girlfriend base novel book steal painting Crime Comedy Mystery,/4dqEk1X8rHSOWWfnVEuzgXj24Mr.jpg
Confessions of a Dangerous Mind,2002-12-31,television famous big hit happen screen television producer day cia assassin night chuck barris recruit cia height tv career train covert operative barris say regret microfilm biography television producer mole silencer intrigue american spy Comedy Crime Drama,/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg
Confessions of a Nazi Spy,1939-05-06,fbi agent ed renard investigate pre war espionage activity german american bund spy fbi base true story nazi spy Drama War,/zVsFeSxmFKBuYsUdThgtjUmgPfl.jpg
Confessions of a Teenage Drama Queen,2004-02-17,teenager lola steppe move mother sister new york suburb dellwood new jersey feeling cultural entertaining world end school displace lola close friend unpopular ella great fan favorite rock band sidarthur popular girl school carla dispute lead role adaptation pygmalion lola leadership mate concert sidarthur sell lola plan ella travel new york buy ticket scalper girl trouble help lead singer lola idol stu wolf change life forever new york city new jersey rock star spotlight female friendship concert high school rivalry eccentric teen movie audition pygmalion divorce mother woman director mother daughter relationship suburb aspire actress teenager Comedy,/iDDEeG7cWyZnz2PJmCkCmWL2X5J.jpg
Confetti,2006-05-05,mockumentary follow couple battle win coveted title original wedding year wedding woman director naturism Comedy Romance,/5lEkehJivH5anJXY8oP1RImBfnQ.jpg
Confidential Agent,1945-11-02,spanish civil war agent mission purchase coal meet murder counterspy fascist spanish civil war Drama,/kcswwGt162T9BAXN1uc22xA4AFM.jpg
Congo,1995-06-09,people embark expedition congo mysterious expanse unexplored africa human greed law nature go berserk thrill seeker ulterior motive stumble race killer ape gorilla base novel book diamond congo diamond tribe survival zoologist Action Adventure Science Fiction,/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
Connecting Rooms,1970-05-01,base play cellist marion hart explore relationship share resident seedy boarding house own dour mrs. brent busker wanda fleming flatter attention pay rebellious pop songwriter wannabe mickey hollister schoolmaster james wallraven accuse pedophilia reduce work janitor art gallery base play musical Drama,/tiRdjSUGYkdRzfMxkFzC1fmdTWh.jpg
Conquest,1937-10-22,polish countess dispatch country napoleon bonaparte mistress urging polish leader feel influence poland independent napoleon bonaparte historical figure Drama History Romance,/wVnEeoRAUw57WHyneZhXCNjv5YD.jpg
Conrack,1974-03-27,young white teacher assign isolated island coast south carolina populate poor black family find basically illiterate neglect child know little world outside island island south carolina teacher school racism Drama,/95OcK0t8SKlmX4bmZoSF8WOQE38.jpg
Conspiracy,2001-05-19,historical recreation 1942 wannsee conference nazi ss leader gather berlin suburb discuss final solution jewish question lead ss general reinhard heydrich group high ranking german official come historic far reach decision jews europe exterminate come know holocaust berlin germany europe war crime holocaust shoah jew persecution nazi 1940 History Drama War,/Onqn8XXyhANuy1LIL7AIN6unQk.jpg
Conspiracy Theory,1997-08-08,man obsess conspiracy theory target theory turn true unfortunately order save figure theory new york city cia helicopter assassin obsession taxi driver fbi paranoia wheelchair chase theory politic government control cover murder flashback conspiracy torture geronimo newsletter Action Drama Mystery,/wj0n6gci4EMWRhV9ozCKTgESGdB.jpg
